Year,ID,Enrollment_Status,Respondent_Gender,Female_Child,Male_Child,Free_Or_Red,Asian,Black,Hispanic,Multiracial,Native_American,Pacific,White,BIPOC,Household_Size,Q1a_f,Q1b_f,Q1c_f,Q1d_f,Q2_f,Q2a_f,Q2b_f,Q2c_f,Q2d_f,Q3_f,Q4a_f,Q4b_f,Q4c_f,Q4d_f,Q4e_f,Q5a_f,Q5b_f,Q5c_f,Q5d_f,Q5e_f,Q5f_f,Q5g_f,Q5h_f
2022,5039,Unenrolled,Female,No,Yes,All Paid,Yes,No,No,No,No,2,No,At least one BIPOC,Single child,Several times,Several times,Several times,Once or twice,Yes,Several times,Never,Once or twice,Several times,Primarily as a learning tool,Very positive,Very positive,Very negative,Somewhat negative,Very positive,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree
2022,5054,Unenrolled,Female,Yes,No,All Paid,No,No,No,No,No,2,Yes,All White,Single child,Never,Several times,Several times,Several times,Yes,Once or twice,Once or twice,Once or twice,Once or twice,Primarily as a learning tool,Very positive,Somewhat positive,Somewhat positive,Somewhat positive,Very positive,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly disagree,Somewhat agree,Strongly agree
2022,5088,Unenrolled,Female,Yes,No,All FRL,No,No,No,No,No,2,Yes,All White,Single child,Several times,Several times,Several times,Once or twice,Yes,Once or twice,Once or twice,Once or twice,Several times,Device for children's entertainment,Very negative,Very negative,Very negative,Very negative,Very negative,Somewhat agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree
2022,5118,Enrolled,Female,Yes,Yes,All Paid,No,No,No,No,No,2,Yes,All White,Multiple children,Never,Never,Several times,Several times,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Somewhat positive,Somewhat negative,Somewhat negative,Neutral,Somewhat positive,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree
2022,5176,Enrolled,Female,No,Yes,All FRL,No,Yes,No,No,No,2,No,At least one BIPOC,Single child,Several times,Never,Never,Several times,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Very positive,Somewhat positive,Very negative,Very negative,Very positive,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat disagree,Strongly agree,Strongly agree
2022,5215,Enrolled,Female,Yes,No,All FRL,No,Yes,No,No,No,2,No,At least one BIPOC,Multiple children,Several times,Once or twice,Several times,Several times,Yes,Once or twice,Several times,Several times,Never,Primarily as a learning tool,Neutral,Neutral,Somewhat positive,Somewhat positive,Somewhat positive,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree
2022,5231,Enrolled,Female,Yes,Yes,All Paid,No,No,No,No,No,2,Yes,All White,Multiple children,Several times,Several times,Several times,Once or twice,Yes,Several times,Once or twice,Several times,Several times,Primarily as a learning tool,Very positive,Very positive,Somewhat positive,Somewhat positive,Very positive,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree
2022,5253,Enrolled,Male,Yes,Yes,All Paid,Yes,No,No,No,No,2,No,At least one BIPOC,Multiple children,Never,Several times,Several times,Never,Yes,Several times,Several times,Several times,Several times,Device for children's entertainment,Neutral,Neutral,Somewhat negative,Neutral,Very positive,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree
2022,5316,Unenrolled,Female,Yes,No,All FRL,No,No,No,No,No,2,Yes,All White,Single child,Several times,Several times,Several times,Several times,Yes,Several times,Once or twice,Once or twice,Several times,Primarily as a learning tool,Neutral,Neutral,Somewhat negative,Somewhat negative,Somewhat positive,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly disagree,Somewhat agree,Strongly agree
2022,5399,Unenrolled,Female,Yes,No,All Paid,No,No,No,No,No,2,Yes,All White,Single child,Never,Never,Several times,Never,Yes,Once or twice,Once or twice,Never,Never,Device for children's entertainment,Somewhat positive,Somewhat negative,Neutral,Somewhat negative,Somewhat positive,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree
2022,5402,Unenrolled,Female,Yes,No,All FRL,No,No,Yes,No,No,2,No,At least one BIPOC,Single child,Several times,Several times,Several times,Once or twice,Yes,Once or twice,Several times,Several times,Several times,Primarily as a learning tool,Somewhat positive,Somewhat positive,Somewhat positive,Somewhat positive,Somewhat positive,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree
2022,5454,Unenrolled,Female,Yes,No,All Paid,No,No,No,No,No,2,Yes,All White,Single child,Once or twice,Several times,Several times,Once or twice,Yes,Several times,Once or twice,Once or twice,Several times,Device for children's entertainment,Somewhat positive,Somewhat positive,Somewhat negative,Somewhat negative,Somewhat positive,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree
2022,5517,Unenrolled,Female,Yes,Yes,All FRL,No,No,Yes,No,No,2,No,At least one BIPOC,Multiple children,Never,Never,Never,Never,Yes,Several times,Several times,Several times,Once or twice,Primarily as a learning tool,Somewhat negative,Somewhat negative,Neutral,Neutral,Somewhat positive,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree
2022,5548,Unenrolled,Female,Yes,No,All Paid,No,No,No,No,No,2,Yes,All White,Single child,Several times,Several times,Several times,Once or twice,Yes,Once or twice,Once or twice,Several times,Never,Primarily as a learning tool,Somewhat positive,Neutral,Somewhat negative,Somewhat negative,Neutral,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree
2022,5560,Unenrolled,Female,Yes,No,All Paid,No,No,No,No,No,2,Yes,All White,Single child,Several times,Several times,Several times,Several times,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Somewhat positive,Somewhat positive,Somewhat positive,Somewhat positive,Somewhat positive,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree
2022,5633,Unenrolled,Female,No,Yes,All Paid,No,No,No,No,No,2,Yes,All White,Single child,Never,Several times,Several times,Several times,Yes,Several times,Several times,Several times,Several times,Device for children's entertainment,Somewhat positive,Neutral,Somewhat negative,Neutral,Neutral,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree
2022,5734,Enrolled,Female,Yes,No,All FRL,No,No,Yes,No,No,2,No,At least one BIPOC,Multiple children,Never,Never,Once or twice,Never,No,Never,Never,Never,Never,Primarily as a learning tool,Somewhat positive,Somewhat positive,Somewhat negative,Somewhat positive,Somewhat positive,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree
2022,5761,Enrolled,Female,Yes,No,All FRL,No,Yes,No,No,No,2,No,At least one BIPOC,Multiple children,Several times,Once or twice,Several times,Once or twice,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Somewhat positive,Somewhat positive,Somewhat positive,Somewhat positive,Somewhat positive,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree
2022,5391,Unenrolled,Female,No,Yes,All FRL,No,No,No,No,No,2,Yes,All White,Multiple children,Never,Never,Several times,Once or twice,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Very positive,Very positive,Very negative,Very positive,Somewhat positive,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly agree
2022,5430,Unenrolled,Female,Yes,Yes,All Paid,No,No,No,No,No,2,Yes,All White,Multiple children,Never,Several times,Several times,Several times,Yes,Several times,Several times,Several times,Several times,Device for children's entertainment,Very positive,Very positive,Very positive,Very positive,Very positive,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
2022,5482,Unenrolled,Female,No,Yes,All Paid,No,Yes,No,No,No,2,No,At least one BIPOC,Multiple children,Once or twice,Once or twice,Several times,Once or twice,Yes,Several times,Several times,Several times,Several times,Device for children's entertainment,Somewhat positive,Somewhat positive,Somewhat positive,Somewhat positive,Somewhat positive,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree
2022,5506,Unenrolled,Male,No,Yes,All FRL,No,Yes,No,No,No,2,No,At least one BIPOC,Single child,Several times,Several times,Several times,Several times,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Somewhat positive,Somewhat negative,Very positive,Somewhat positive,Neutral,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree
2022,2227,Enrolled,Female,No,Yes,All Paid,No,Yes,No,No,No,2,No,At least one BIPOC,Single child,Never,Never,Never,Never,Yes,Once or twice,Once or twice,Once or twice,Once or twice,Primarily as a learning tool,Neutral,Neutral,Somewhat positive,Very positive,Very positive,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly agree
2022,5599,Enrolled,Female,Yes,No,All FRL,No,Yes,No,No,No,2,No,At least one BIPOC,Single child,Never,Never,Once or twice,Several times,Yes,Several times,Never,Never,Several times,Primarily as a learning tool,Somewhat positive,Very positive,Somewhat positive,Somewhat positive,Very positive,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree
2022,5611,Enrolled,Female,Yes,No,,No,Yes,No,No,No,2,No,At least one BIPOC,Multiple children,Never,Once or twice,Once or twice,Never,Yes,Once or twice,Several times,Several times,Several times,Primarily as a learning tool,Somewhat positive,Neutral,Somewhat positive,Neutral,Very positive,Strongly disagree,Strongly disagree,Somewhat agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree
2022,5655,Enrolled,Female,Yes,No,All FRL,No,Yes,No,No,No,2,No,At least one BIPOC,Single child,Several times,Several times,Several times,Several times,Yes,Several times,Several times,Several times,Several times,Device for children's entertainment,Somewhat positive,Very positive,Somewhat positive,Somewhat positive,Neutral,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree
2022,5697,Enrolled,Female,No,Yes,All FRL,No,Yes,No,No,No,2,No,At least one BIPOC,Single child,Never,Several times,Several times,Several times,Yes,Several times,Once or twice,Several times,Several times,Device for children's entertainment,Somewhat positive,Somewhat positive,Very negative,Somewhat negative,Very negative,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
2022,4791,Enrolled,Female,No,Yes,All Paid,No,Yes,No,No,No,2,No,At least one BIPOC,Single child,Several times,Several times,Several times,Several times,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Very positive,Very positive,Somewhat positive,Very negative,Very positive,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree
2022,5353,Unenrolled,Female,Yes,No,All FRL,No,No,No,No,Yes,2,No,At least one BIPOC,Multiple children,Once or twice,Several times,Several times,Several times,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Very positive,Very positive,Very negative,Very negative,Somewhat positive,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree
2022,5435,Unenrolled,Male,No,Yes,All Paid,No,No,No,No,No,2,Yes,All White,Single child,Several times,Several times,Several times,Several times,Yes,Several times,Several times,Several times,Several times,Device for children's entertainment,Very positive,Very positive,Somewhat negative,Somewhat positive,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly disagree,Somewhat disagree,Strongly agree
2022,5500,Unenrolled,Female,Yes,Yes,All Paid,No,No,No,No,No,2,Yes,All White,Multiple children,Never,Once or twice,Several times,Never,Yes,Several times,Never,Once or twice,Several times,Primarily as a learning tool,Somewhat negative,Somewhat positive,Somewhat negative,Very negative,Somewhat negative,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree
2022,5532,Unenrolled,Female,Yes,No,All FRL,No,No,No,No,No,2,Yes,All White,Single child,Never,Never,Never,Never,No,Never,Never,Never,Never,Device for children's entertainment,Somewhat negative,Somewhat negative,Very negative,Somewhat negative,Somewhat positive,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
2022,5559,Unenrolled,Female,Yes,No,All FRL,No,No,No,No,No,2,Yes,All White,Single child,Never,Once or twice,Never,Several times,Yes,Once or twice,Once or twice,Once or twice,Once or twice,Primarily as a learning tool,Somewhat positive,Neutral,Neutral,Somewhat positive,Somewhat positive,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
2022,5604,Unenrolled,Female,Yes,No,All Paid,No,No,No,No,No,2,Yes,All White,Single child,Several times,Several times,Several times,Several times,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Very positive,Very positive,Neutral,Somewhat positive,Somewhat positive,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
2022,5675,Unenrolled,Female,Yes,No,All Paid,No,Yes,No,No,No,2,No,At least one BIPOC,Single child,Several times,Several times,Several times,Once or twice,Yes,Several times,Several times,Several times,Several times,Primarily as a learning tool,Very positive,Very positive,Very positive,Very positive,Very positive,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly disagree,Strongly agree,Strongly agree
